,smiles,logP
8100,C[C@H](CCl)N,0.3
8101,C(CCl)O[O],0.2
8102,CCC[C@@H](C)NS,2.0
8103,CCOOCCCl,1.1
8104,C1[CH]CSCO1,1.0
8105,C(CSCCI)S,2.3
8106,CCCI=C,2.9
8107,CC(C)(C)P,0.9
8108,CSCC[CH][CH][CH2],2.7
8109,CCC[C@H](O)Cl,1.5
8110,C(/C=C/Br)Br,2.0
8111,C1C(S1)CI,1.8
8112,C(C(Cl)(Cl)Cl)P,1.8
8113,C(CF)C(O)Br,1.2
8114,C[C@@H](CCBr)OC,1.6
8115,C(CCl)C(Cl)I,2.6
8116,CC[C@H](CO)CI,1.8
8117,CCCN1CC1,0.9
8118,CCCSCNCC,1.8
8119,CCOOC(F)F,1.4
8120,[2H]C([2H])N(CCCl)C([2H])[2H],0.3
8121,CCNOC=C,1.0
8122,C(O[O])(F)(F)F,0.8
8123,CONOOC,-0.1
8124,C[C@@H](CCOC)N,-0.1
8125,C(C(O)OCO)O,-1.7
8126,CCSOCCCl,1.5
8127,C(C(Cl)(Cl)Cl)Br,2.8
8128,[2H]C(CCBr)Br,2.4
8129,CCSCCOC,1.1
8130,[13CH3]SS[13CH3],1.8
8131,CCCCC=[CH],3.4
8132,C(CO)NCPO,-1.6
8133,C(C(S)S)S,1.3
8134,CSC[13CH2]O,0.2
8135,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])Br,2.8
8136,C(CS)C(O)S,0.6
8137,C(P(CCl)O)Cl,0.8
8138,C(CCO)CO,-0.8
8139,CCCPPC,0.7
8140,CSC[S+](C)C,1.6
8141,CCCCSS,2.2
8142,C=CCPCO,0.0
8143,[2H]C1(C(C(NC(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])[2H],0.8
8144,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])CO,2.0
8145,C([O])(Cl)Cl,1.0
8146,C(N)(Cl)Cl,0.7
8147,COP(O)OC,-0.5
8148,CCNN(C)C,0.4
8149,COCCSO,-0.2
8150,C1[C@H](S1)CCl,1.3
8151,CCCC[S]=O,1.7
8152,[2H]C(=O)CBr,0.5
8153,C(COCN)O,-1.4
8154,C1N[CH]SN1,-0.2
8155,CC[C@@H](CO)NC,0.1
8156,CCC(CN)I,1.2
8157,C(CCN)CN,-0.9
8158,[CH2]C[N-]CC[CH2+],1.1
8159,CC(C)NPC,0.5
8160,[2H]C([2H])(C([2H])([2H])Cl)N,-0.1
8161,C(C(Cl)(Cl)Cl)O,1.4
8162,[2H]C([2H])([2H])NCCCC,1.3
8163,CCCOOI,1.9
8164,CCCN(C)CCC,2.1
8165,[2H]C([2H])([2H])N(CCC)C([2H])([2H])[2H],1.2
8166,C1CNNNN1,-1.1
8167,CC(C)CC(C)C,3.4
8168,C[CH]C([O-])SC,2.4
8169,C(CBr)OOCCBr,1.6
8170,C(COCON)O,-1.4
8171,[2H]/C(=C(/[2H])\[35Cl])/F,1.2
8172,COP(OC)F,0.6
8173,C/C=C\I,2.0
8174,[CH2+]COCC[O-],0.9
8175,CNCCONCl,-0.3
8176,C(=O)(F)I,1.1
8177,CCNCCCF,0.9
8178,CC(C)(C)CF,2.3
8179,CCCC(C)[CH2+],3.2
8180,CC(C)CCCI,3.9
8181,COCCCCC[O-],1.6
8182,C(F)PCl,1.1
8183,C1CC[SH+]C1,1.4
8184,C(CSC[14CH2]O)O,-0.6
8185,CI(N)S,1.1
8186,C1CSOSC1,1.1
8187,CCCCNCNC,0.7
8188,CC(C)C[C-]=C,2.7
8189,[2H]C([2H])([2H])N(C([2H])([2H])[2H])C([2H])([2H])CC([2H])([2H])N,-0.3
8190,CC(S)Br,1.8
8191,C(CC[NH])CCO,-0.3
8192,C(=C/I)\N,0.7
8193,C(F)(F)(Cl)Cl,2.3
8194,CNCC(O)Cl,-0.1
8195,CCC(F)(F)F,2.2
8196,[2H]C([2H])(CCN)C([2H])([2H])CCN,-0.2
8197,C(CSCO)O,-0.4
8198,CCCCNO,0.6
8199,[2H]C1=C(C=NN=C1)[2H],-0.7
8200,CC(C)CONC,1.2
8201,C=NOCCBr,2.6
8202,[2H][13C]([2H])(I)I,2.3
8203,CC[C@H](C)CCP,2.1
8204,C1C(CO1)Br,0.7
8205,CCC(OC)Cl,1.7
8206,C[C@H](CCCl)N,0.7
8207,C(C(C[NH3+])[NH3+])[NH3+],-2.5
8208,CCC(C)[NH2+][CH2-],1.1
8209,CC(OC)SCl,1.6
8210,COC([O-])OC,0.6
8211,CCSCC=S,1.4
8212,CC[C@@H](CI)I,3.6
8213,C([C]=O)Br,0.5
8214,C(S)S,0.9
8215,C[C@H](CO)CS,0.6
8216,CC=CCCCl,2.2
8217,COCC(Br)Br,1.8
8218,CCOCSC,1.2
8219,[2H]C([2H])(CCC)CBr,3.4
8220,C(C(CBr)F)N,0.5
8221,C(C(F)F)NO,0.2
8222,COPOC,0.0
8223,COC=CCl,1.1
8224,CCC(=S)C,1.0
8225,[2H]C1CCC(C1([2H])[2H])([2H])C,3.4
8226,[2H]C([2H])([2H])[15N](C)CC(C)C,1.0
8227,CN=NI,1.3
8228,CC(NCN)O,-1.2
8229,CCC[C@@H](C)NCl,1.8
8230,C(CO)NC[CH]O,-1.4
8231,[CH2][Cl+]Cl,1.6
8232,CSSCN,0.1
8233,C(CC(N)N)CS,-0.5
8234,CCOOOOC,0.6
8235,C[C@H]([C@@H](C)Br)O,1.2
8236,CC/C=C/CCl,2.1
8237,C1C(P1)P,-0.5
8238,C=[C]CBr,1.8
8239,[CH]C(F)(F)F,1.7
8240,CCNSCCO,-0.1
8241,CN(CF)PI,1.4
8242,[CH2-]CCCOC[CH2+],2.0
8243,COCCSOC,0.4
8244,C1CN1Br,0.5
8245,CCC[C@@H](CC)F,2.8
8246,[2H]CCCCCCBr,3.8
8247,[2H]C(Cl)(Br)I,2.5
8248,C(OC(F)F)S,1.4
8249,CCNCCCCl,1.1
8250,[2H]C([2H])(CNCC([2H])([2H])Cl)Cl,1.0
8251,CCC(C)CC[CH2+],3.7
8252,C(CO)C(F)F,0.8
8253,[2H]C(=O)CSC,0.4
8254,CNCCNCNN,-1.7
8255,[2H]C(=N)OPP,0.0
8256,C(CCl)OCO,0.1
8257,CCOC(C)[CH2],0.9
8258,CCCCNCN,0.2
8259,CC[S+](CC)O[O-],1.1
8260,CSSF,1.4
8261,CCCC(CC)N,1.5
8262,C[C@H](N)OC[O-],0.2
8263,C(=C/Br)\F,1.3
8264,C(/C=C/[125I])N,0.4
8265,CC(C)(C)OBr,2.0
8266,CC1SC(S1)C,2.4
8267,C(CCF)CN,0.3
8268,COOCCCN,-0.5
8269,C[C-](C)CSC,2.2
8270,CCCCONC,1.1
8271,CCSCC[CH2],2.1
8272,C[I-]OCN,0.6
8273,C=CCSSBr,2.5
8274,CNCCCNI,0.1
8275,CCCCCC[NH2+][CH2-],2.1
8276,C(CCl)C(F)I,2.3
8277,CNSCCN,-0.7
8278,CCNC(C)Br,1.4
8279,C(CC(O)O)CS,0.0
8280,C(SP)(Cl)Cl,1.8
8281,CCSSN,0.5
8282,CC(C)(C)OP,0.9
8283,C(C=O)OCO,-1.0
8284,CCCC(CN)O,-0.1
8285,CCCC(CC)[PH-],2.1
8286,C(CNO)C(O)O,-1.5
8287,[2H]C([2H])([2H])C([2H])(C)Br,1.8
8288,CCCC([CH])O,1.2
8289,[CH2]CCCI,3.1
8290,[3H]C(C)(C)I,2.3
8291,CC[C@H](C)CNN,0.7
8292,C(CSO)F,0.3
8293,C(CBr)N=O,0.3
8294,C=CCCS[CH2],2.0
8295,CCCC([14CH2]O)O,0.2
8296,CCC1CS1,1.6
8297,CC(C)COC[18F],1.9
8298,[2H]C(=C([2H])OC([2H])([2H])C([2H])([2H])[2H])[2H],1.0
8299,C(CO)CP,-0.4
8300,COCCCOO,-0.2
8301,CC(CNO)O,-0.9
8302,[2H]C([2H])([2H])C[C@H](CC)CCO,2.3
8303,C[C@H]([C@@H](O)Cl)Cl,1.3
8304,C(C(O)O)Cl,-0.4
8305,C(O)OOOI,0.4
8306,CCS[C@@H](C)N,0.8
8307,CC[C@H](C)OCC,1.8
8308,CC(S)(S)Cl,1.8
8309,C#C[123I],1.2
8310,C(C(N)N)ON,-2.4
8311,C(Br)(Br)Br,2.8
8312,[2H]C(CCl)Br,1.6
8313,CSCOC=C,1.6
8314,COCCCCCS,1.4
8315,C(O)(F)(F)Cl,1.0
8316,C(N)OPP,-1.0
8317,COOC(Cl)Cl,1.6
8318,CCN(C)CS,1.0
8319,C1CSCCN1,0.2
8320,COCCPC,-0.2
8321,[2H]C([2H])([2H])CSCCC,2.1
8322,[2H]C([2H])C([2H])([2H])Br,1.4
8323,[CH2]C(CBr)F,1.8
8324,CCCCSP,1.6
8325,CC(CO)OP,-0.3
8326,COCC(O)Cl,0.1
8327,C(CCCl)CNN,0.4
8328,CNCCN(O)O,-1.1
8329,[2H]C(C)SSI,2.1
8330,CC(C)CCON,1.0
8331,COC(CF)CF,0.8
8332,CCCCCCPO,1.8
8333,C(CF)OCCl,1.1
8334,COP(O)[O-],-1.1
8335,[2H]C([2H])(CC([2H])([2H])Br)Br,2.4
8336,C(CCNP)CN,-0.6
8337,C(CCl)OCN,-0.2
8338,C[I-]Br,2.3
8339,CCCC[CH]CCCC,4.5
8340,C1CC(C1)S,1.4
8341,CSOCCN,-0.4
8342,[CH]CCCCN,1.5
8343,CCOCOCO,-0.1
8344,C=PC=P,-0.5
8345,C(=C/Br)\N,0.5
8346,CCCCNNC,0.8
8347,C(CO)NBr,-0.4
8348,C[C@@H]([C@@H](C)Br)Cl,2.4
8349,CCCC[C](N)O,0.5
8350,[CH2]C(CCCO)[18OH],0.0
8351,CN(C)PCl,0.9
8352,C([C@@H](CBr)Cl)Cl,2.2
8353,C(CS)CSS,1.6
8354,CCCC([CH])CCC,4.3
8355,C(CON)CON,-1.2
8356,C(CC=N)CO,-0.6
8357,C([C@H](C[O-])[O-])N,0.2
8358,CCCOS,1.5
8359,CCSI(O)S,2.1
8360,COBr,1.0
8361,[2H]C1=CC(=C(C(=C1[2H])[2H])[2H])[2H],2.1
8362,C(C(CS)CS)O,0.4
8363,[2H]I(C)I,2.4
8364,CCP(C)F,0.8
8365,CNCC(F)F,0.6
8366,CCN(NC)NC,0.2
8367,CCNPI,0.9
8368,[C@H](F)(Cl)I,2.1
8369,C(C(F)Br)OF,1.9
8370,CC[C@@H](CO)S,0.8
8371,C1CI1Cl,2.4
8372,C1C[CH-]CC[CH+]C1,4.0
8373,CCC[NH+](C)C,1.2
8374,C(N)SS,0.1
8375,[2H]C(CO)CCl,0.5
8376,C(=O)(Br)I,1.7
8377,CC(C)OCCBr,1.6
8378,C[OH+]CCOC,-0.2
8379,CCCNPSC,1.0
8380,CCCSSF,2.3
8381,CN(Cl)Cl,0.9
8382,[2H]CC([2H])CCCCO,2.0
8383,[2H]C(C([2H])(Cl)Cl)(Cl)Cl,2.4
8384,CCC[C@@H]([CH2+])C[CH2+],3.7
8385,CCN(C)C[CH2],1.0
8386,COCC(Br)I,1.7
8387,CO[S+](OC)OC,1.0
8388,C(CCl)OO,0.2
8389,CC(C)C(N)Cl,1.4
8390,CNCSSCN,-0.3
8391,CC(CCSC)O,1.0
8392,CCSOCI,1.6
8393,CC(CCl)SC,1.9
8394,C(O)OC(F)F,0.4
8395,CC(C)(C)[SH+]C,1.9
8396,CCCP(C)Cl,1.6
8397,C(O)OCOCOO,-1.1
8398,CC/C=C\C[CH2],2.5
8399,C(C(CBr)O)F,0.7
8400,COC(NO)OC,-0.7
8401,C(C[OH2+])CCl,0.5
8402,[2H][C@]1(CO1)CCl,0.5
8403,[2H]C([2H])([2H])N(C([2H])([2H])[2H])N=O,-0.6
8404,CC(C)[C+](C)Cl,2.6
8405,CSCSCSSC,2.4
8406,CCC[C@@H](CC)N,1.5
8407,C(CCI)CF,2.6
8408,C(C(F)I)Cl,2.0
8409,CCCC(C)C[CH+]C,4.3
8410,C(CCl)PPCCCl,1.0
8411,C1=CN=N[NH+]=C1,0.0
8412,CCOCCCSC,1.5
8413,C/C=C\CS,1.4
8414,CC(C=S)I,1.6
8415,CCC[I-],2.6
8416,CP(C)Cl,0.7
8417,CCCCP(Cl)Cl,2.8
8418,C(CO)CBr,0.7
8419,C1=[C+]N=NS1,0.4
8420,C=PCCP,0.0
8421,CC(CCP)F,1.0
8422,CC(CBr)NC,1.0
8423,C(CCS)CO,0.1
8424,CCN(OS)I,1.6
8425,CCCP1CC1,0.6
8426,C(S)Cl,1.2
8427,CCN(CO)Cl,0.4
8428,C[C](C)CON,0.7
8429,CC(CCI)CCI,4.7
8430,CC[C@@H](CCS)S,2.1
8431,CCCC[C](C)C,3.7
8432,C1COCN[CH]1,-0.1
8433,CP(O)P,-0.7
8434,CC(C)CO[O-],0.8
8435,[CH2-]C[C+](Cl)Cl,2.5
8436,C[C@@H](COC)OC,-0.1
8437,CCCCC(C)N,1.5
8438,CC(C(O)Cl)Cl,1.3
8439,CCOCC=S,0.6
8440,C(C(N)S)S,0.0
8441,C[C@H](CI)OC,1.6
8442,COSCSC,1.3
8443,C(Br)(Br)(Br)Br,3.4
8444,CNSOOC,0.3
8445,C(F)(F)P,0.9
8446,C(O)OOOS,0.1
8447,CCN(C)CNC,0.3
8448,CCCC(N)NN,-0.5
8449,CCCC[C]=C,3.4
8450,CCI(O)O,0.9
8451,[2H]C([2H])(C([2H])([2H])N(C)C)C([2H])([2H])Cl,1.2
8452,[2H]CCSSC=O,1.1
8453,[2H]C([2H])([2H])C([2H])(Cl)Cl,1.9
8454,CC(C)(C)NC,0.8
8455,C=CCSNO,0.4
8456,C(N=N)I,1.6
8457,CN(C)OCCO,-0.4
8458,C1CSO[N]1,0.1
8459,CCCCC[SH2+],2.3
8460,CO/N=N/OC,1.2
8461,CC(C)C(C)[CH2+],3.4
8462,CC(O)(Br)Br,1.5
8463,CCC(CC)COC,2.1
8464,CN(C(Cl)Cl)Cl,2.0
8465,C(CS)NF,0.1
8466,[CH]CN(C[CH])C[CH],1.4
8467,C(C[SH2+])[SH2+],0.8
8468,C=CCCSI,2.8
8469,CCNCC[CH2],1.1
8470,[2H]C(CS)C([2H])S,1.2
8471,C(C([NH3+])[O-])SP,0.0
8472,CC(C[NH-])SC,0.4
8473,CI,1.5
8474,C(OC(F)F)Cl,1.7
8475,C[C@H](CCCl)Cl,2.2
8476,CCNCCOO,-0.5
8477,CC(CCO)CS,1.0
8478,CC(C)[C]C(C)C,3.4
8479,CCCNOCC,1.1
8480,C(C(CCl)CBr)Cl,2.4
8481,CCCC(C)CC,3.7
8482,CNC(CCl)NC,0.1
8483,CCC(C)O[CH],1.4
8484,C[N+](C)(C)OC,0.3
8485,C[C@H](CCOC)O,0.2
8486,CCCPCF,1.3
8487,CS/C=C/SC,1.5
8488,C(CC(N)N)CN,-1.7
8489,CC(C(C)N)N,-0.8
8490,C([O])(F)(Cl)Cl,1.2
8491,CCPPN,-0.6
8492,[2H]C([2H])(CBr)C([2H])([2H])CBr,2.5
8493,[2H]C1(C(C(C1([2H])[2H])([2H])CBr)([2H])[2H])[2H],2.3
8494,C[C@H](OP)S,0.8
8495,C1=CPC=C1,0.5
8496,CCC(C)CNS,2.0
8497,C[C]1CCCC1,3.4
8498,C(C(CF)O)F,-0.4
8499,CN(O)P(P)P,-0.6
8500,C(CS)F,0.9
8501,C(C(O)(O)O)[NH3+],-2.7
8502,[C]#CBr,1.4
8503,CC(COC)[NH3+],-0.4
8504,CS(C)(O)O,-0.1
8505,CP[I-]ON,0.1
8506,CC[CH]C(CO)O,0.2
8507,CSCSC,1.6
8508,CCC(P)PC,0.7
8509,C(CCBr)CCl,2.3
8510,[2H]CS(=O)([2H])([2H])C([2H])([2H])[2H],0.3
8511,CCCSCNC,1.4
8512,CCCP=O,0.1
8513,[2H]CCOCCO,-0.3
8514,CCCCSCN,1.3
8515,[CH]C(CO)CO,-0.3
8516,CSN(I)I,1.4
8517,CC(S)SCCS,2.0
8518,[2H]C([2H])([2H])C([2H])([2H])C([2H])(C([2H])([2H])[2H])S[2H],1.8
8519,C(N)OP=O,-1.2
8520,[CH2-]C([CH2])([CH2+])Br,2.0
8521,C(OCl)(Cl)Cl,2.3
8522,CO[PH+]([O])O[NH3+],-1.2
8523,CC/C=C\[CH+]C,2.5
8524,CCOCO[O],-0.1
8525,CCC(C)C[CH2-],3.2
8526,CC[C@H](C)CF,2.3
8527,CCCOC=O,0.8
8528,[CH2-]C([CH2])([CH2+])I,2.7
8529,C(C(CI)O)F,1.1
8530,[CH2+]CBr,1.4
8531,CCNSC=C,1.1
8532,CCN(Cl)Br,1.4
8533,CCC(CF)N,0.6
8534,[2H]C1=NN=CC=C1,-0.7
8535,CC(C)[CH+]C=N,1.1
8536,[2H]C([2H])C([2H])([2H])CCCCBr,3.8
8537,CC(C)PBr,1.7
8538,[3H]C(C)C(F)(F)F,2.2
8539,[2H]C([2H])([2H])N(C([2H])([2H])[2H])C([2H])([2H])C([2H])([2H])Cl,0.3
8540,C(CO)[NH+]CCO,-1.4
8541,CC[S+](C)CCO,0.6
8542,[C](Br)(I)I,2.5
8543,C(CCP)CO,-0.5
8544,C(CNCl)C=O,-0.5
8545,CCPOOI,1.2
8546,C[C@@H]1[C@@H](S1)C,1.5
8547,CC(C)(C)O[18OH],0.6
8548,CSC(SC)SC,2.4
8549,CC(C)([CH2])I,2.7
8550,CC[C@H](CCl)Cl,2.4
8551,C1[CH]SCN1,0.3
8552,CI(C)ONS,2.1
8553,CCOC(O)OC,-0.1
8554,COC(Br)Br,1.9
8555,C(S)(S)(Cl)Cl,2.2
8556,C(C(CO)CF)O,-0.5
8557,C(=S)(N)S,0.3
8558,CCCC[P-]C,1.2
8559,CP(CO)O,-1.1
8560,[CH2]CCCCCCl,3.6
8561,CNCCOOC,-0.3
8562,C(CCO)C[NH],-1.1
8563,COC(CO)CO,-1.2
8564,CC(CNN)NN,-1.7
8565,C=CCCCCl,2.3
8566,CCOPOI,1.2
8567,C(CF)C(Br)Br,2.6
8568,CCCCOOC,1.4
8569,CCC(C)Cl,2.3
8570,[2H]C([2H])([2H])C(C([2H])([2H])[2H])NC(C([2H])([2H])[2H])C([2H])([2H])[2H],1.4
8571,CCCCC(P)P,1.5
8572,CCCCCCPC,2.3
8573,C(=O)ONS,0.4
8574,CCCSCCCl,2.4
8575,CCCC(CBr)Br,3.1
8576,CI(C)F,2.4
8577,CC([CH2])N(C)C,1.1
8578,C([35Cl])([35Cl])([35Cl])[37Cl],2.8
8579,CC[C@@H](C)Cl,2.3
8580,CCN(CC)CP,0.8
8581,C1=PC=N[N-]1,-0.9
8582,CCNCC(C)I,1.7
8583,C(=O)PI,0.6
8584,CCP(CC)OC,0.7
8585,CC(C)(C)O[NH-],0.3
8586,C[C@@H]([C@H](F)Br)Br,2.7
8587,C(C(CI)O)O,0.0
8588,CCPOP,0.2
8589,C(CCF)CCI,3.1
8590,[1H]C1CCCCC1,3.4
8591,C(F)SOCl,1.7
8592,[3H]C([3H])([3H])CCC([3H])([3H])C,3.4
8593,C(COCO)O,-1.2
8594,C[C@H](CCCN)O,-0.3
8595,C[C@H]([C@H](C)Br)Cl,2.4
8596,C[P+](C)(O)O,-1.0
8597,[CH2+]CCOCC[NH3+],0.0
8598,CCSSCSC,2.0
8599,CCS[C@H](C)N,0.8
8600,CC(CCN)CCl,1.0
8601,[2H]C1=CN=CS1,0.4
8602,[2H]C(C)(CCCBr)Br,2.9
8603,[2H]C1(CCC(S1)([2H])[2H])[2H],1.4
8604,CCCCN(F)F,1.6
8605,[2H]C([2H])([2H])C([2H])(C([2H])([2H])N)N,-1.2
8606,C(C(CBr)S)Cl,1.9
8607,C(CCC[NH3+])CC[NH3+],-0.2
8608,CCC(CO[CH])O,0.4
8609,CCOPC(O)O,-0.8
8610,C(COC=O)[O-],0.6
8611,CSOSI,1.8
8612,CC1SPS1,1.1
8613,C=COCCCl,1.4
8614,C(C(N)F)Cl,0.4
8615,C(=CPP)PP,-0.6
8616,CCCSSCF,2.2
8617,C(=S)SN,0.1
8618,CC(C)(C)P[O-],0.3
8619,CCC[C@@H](C)OC,1.8
8620,CC/C=C\[S-],1.7
8621,[14CH2]1[14CH](O1)[14CH2]Cl,0.5
8622,CCCOSC,1.4
8623,CCC(C)CCBr,3.2
8624,C(OC=O)P,-0.1
8625,[2H]C1(C(OCCO1)([2H])[2H])[2H],-0.3
8626,C[NH2+]CCCN,-0.8
8627,CCOSCC,1.3
8628,C(CBr)NCBr,1.4
8629,CSCCC[14CH2]N,0.6
8630,C1CC1SCl,1.8
8631,C(=S)(S)SS,1.9
8632,[2H]C([2H])(C([2H])(C([2H])([2H])O)Cl)O,-1.0
8633,C(C(O)PP)O,-1.4
8634,C(=C/I)\S,1.5
8635,CCCCCC[S-],3.3
8636,CSC(CS)S,1.6
8637,CO[PH+](O)OC,-0.5
8638,C[C@@H](CCCl)CCl,2.6
8639,C=C(N)Br,1.1
8640,C(=S)NSN,-0.2
8641,CCCCC(Br)Br,3.7
8642,C(C(N)O)NP,-1.8
8643,[2H]C(C)CCCC,3.9
8644,C(COCl)OOCl,1.5
8645,CP(C)CC[S-],0.2
8646,CCCNCCP,0.4
8647,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])C([2H])([2H])I,2.8
8648,[CH2]OC(F)F,1.0
8649,C(C(Cl)Br)Br,2.5
8650,[CH-](Cl)Cl,1.5
8651,[2H]C([3H])(O[2H])P([2H])O[3H],-1.2
8652,C1=CC=[14CH]C=C1,2.1
8653,C1NOCOO1,-0.3
8654,C=CC(Br)Br,2.5
8655,C1OOOOP1,0.0
8656,C(N=CCl)Cl,1.6
8657,CNCCC(F)F,1.0
8658,CC(N=P)Br,1.3
8659,C[C@@H](O)I,0.7
8660,C(CC[NH3+])CC[NH3+],-0.6
8661,CC(C)CPI,2.1
8662,COCCOCI,0.7
8663,CCOCOO,-0.1
8664,C=CSCCCl,2.0
8665,COC(CF)OC,0.4
8666,C(CPNN)O,-1.7
8667,C([C@H](CF)O)O,-0.7
8668,CC[C@H]1CS1,1.6
8669,[C+]1=NSN=N1,0.2
8670,CCCOCBr,1.8
8671,CCSNP,0.5
8672,[2H]C([2H])([2H])C(C)(C([2H])([2H])[2H])Cl,1.8
8673,C=C(Cl)Cl,2.3
8674,CN(C)CCF,0.6
8675,C=CC(O)I,1.0
8676,CC[C@H](C)PCl,2.0
8677,C=[NH+]CCC[O-],2.1
8678,CC[C@@H](C)CCl,2.5
8679,[2H]C([2H])(C([2H])([2H])OC)OC,-0.2
8680,C[C](C)CSC,2.2
8681,CCCON=S,2.7
8682,C(CCS)CN,0.3
8683,CCC(CNC)N,-0.2
8684,CCCC(C)NC,1.5
8685,C(OP)(Br)Br,1.7
8686,CC[C@H](C)OCCl,2.1
8687,C(C(CF)N)N,-1.2
8688,C(C(F)(F)F)[O-],1.8
8689,CCCC=CBr,2.8
8690,CC[CH]CCCOO,1.9
8691,CC[PH+](CC)CC,1.0
8692,CCCSN,0.6
8693,C1CSC1S,1.5
8694,C(C(CBr)F)F,1.7
8695,CCOCOCI,1.2
8696,[2H]C([2H])(CC)Br,2.1
8697,[2H]C1(C(OC(C(O1)([2H])[2H])([2H])[2H])([2H])[2H])[2H],-0.3
8698,CCCCC(Br)I,3.6
8699,[2H]C([2H])([2H])N(C([2H])([2H])[2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])N,-0.3
8700,C(=O)(S)Br,1.4
8701,[CH](N)SS[CH]N,-0.8
8702,[3H]CC(CC)NC,1.1
8703,C=CSNS,1.2
8704,CCCCCSF,2.8
8705,C1CC[15NH]CC1,0.8
8706,C(COC(Cl)Cl)O,0.8
8707,CCC(CCF)I,3.0
8708,C(F)(F)(Cl)Br,2.4
8709,CSCSCS,2.0
8710,C[P@]1CCP1,-0.4
8711,C1=NN=C[13CH]=[13CH]1,-0.7
8712,C[PH+](F)F,1.0
8713,C(O)OP=O,-0.9
8714,[2H]P([2H])([2H])([2H])CI,0.7
8715,C1=CN=PN=C1,-0.6
8716,C(CO)COCS,0.1
8717,[13CH3][13C](=O)Cl,0.8
8718,CC[C@H](CBr)N,1.0
8719,COCOSC,0.5
8720,C[C@H](CNC)O,-0.5
8721,C(CNN)NN,-2.1
8722,C(=C\[37Cl])\F,1.2
8723,COC([CH2-])OC,0.5
8724,CC(CS)NC,0.5
8725,CC[13C](C)(C)O,0.9
8726,CSCC[NH2+][CH2-],0.4
8727,C(O)P(CS)CS,0.1
8728,CCC([CH2])C=C,2.7
8729,[13CH](Br)(Br)Br,2.8
8730,C1CNC[13CH2]NC1,-0.5
8731,C(C[18F])CS,1.2
8732,C(CS)C(O)O,-0.3
8733,CCC(N)Br,1.1
8734,C(OCCl)OCCl,1.4
8735,C[P+](=[P])C,-0.4
8736,C=C(P)P,0.1
8737,C(C(S)S)O,0.3
8738,C(N(Cl)Cl)(Cl)Cl,2.3
8739,CCOOCC,0.9
8740,C1CNCPC1,-0.3
8741,CCCCCPCC,2.1
8742,CCC(C[O-])O,0.9
8743,C(F)(S)Cl,1.7
8744,C(CC=O)CF,0.4
8745,CCC(NCl)O,0.5
8746,CNOCCCl,0.4
8747,[C@@H](F)(Cl)Br,2.2
8748,C(CC=O)CI,1.3
8749,[2H]C1(CN(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])[2H])[2H],0.8
8750,[2H]C([2H])(CCCCCC)I,4.7
8751,C(/C=C\Br)Cl,1.8
8752,CCCCCPCN,0.9
8753,CC=NCS,0.2
8754,C1COCO[CH]1,-0.2
8755,C(N)(O)OP,-1.4
8756,CSSN=N,1.9
8757,C(CNBr)CO,-0.1
8758,CC(CCCS)Cl,2.3
8759,CN([CH])CCCCl,1.2
8760,CCCC(N)N,-0.2
8761,COOON=O,0.1
8762,CCN(C)CCI,1.7
8763,[2H]C(CCCl)Br,1.9
8764,CCOSSCC,1.7
8765,CCC(Br)(Br)Br,3.5
8766,[2H]C(CCCN)N,-0.9
8767,C(COCCl)CBr,1.9
8768,C(OOO)(F)P,-0.1
8769,C(C(Cl)I)Br,2.4
8770,CC(CO)NBr,0.0
8771,CSCS,1.3
8772,CPNP,-0.4
8773,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C,3.9
8774,CC[C@@H](C)CI,3.4
8775,[2H]C([2H])(C([2H])(C([2H])([2H])O[2H])O[2H])O[2H],-1.8
8776,CCC(CCO)Cl,1.5
8777,CC(CP)NC,-0.1
8778,C[C@@H](OP)S,0.8
8779,CCC[C@@H](CBr)F,2.6
8780,CO[PH+](C)C,0.0
8781,CC(C)(C)O[CH2],0.9
8782,[CH]CCCCCCC[CH],4.5
8783,CCNCC(C)O,-0.1
8784,C([18F])(Br)Br,2.4
8785,C[CH-]C(C)NC,1.1
8786,CN(C)NCCO,-0.7
8787,C(Cl)(Cl)(Cl)I,2.8
8788,C1CPSSC1,0.9
8789,C1[CH]NCS1,0.3
8790,CC(C(C)I)Cl,2.8
8791,CNCCNNN,-1.6
8792,C[C@H](CI)O,1.1
8793,CN(C)C(S)Cl,1.4
8794,C1CSCC[NH2+]1,0.2
8795,CNCN(C)NC,-0.3
8796,C(C(CS)O)P,-0.4
8797,C=C([S])Br,1.9
8798,[CH2]C1OCCO1,0.2
8799,CCON(C)C,0.7
8800,[2H]C([2H])(C([2H])([2H])C([2H])([2H])Br)C([2H])([2H])N,0.8
8801,CC(C)CCNN,0.7
8802,[2H]C1C(CC(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H],3.4
8803,CCCCCC[CH+]Br,4.4
8804,C(CN)CON[O-],-1.3
